Sequence:1 | Start:4 | End:143 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3.6e-30 | Cond.E-value:4.2e-34 | Bit score:104.8
Sequence:452 | Start:4 | End:148 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.1e-24 | Cond.E-value:8.3e-29 | Bit score:87.1
Sequence:453 | Start:6 | End:78 | ID:PF10545.16 | Description:Alcohol dehydrogenase transcription factor Myb/SANT-like | E-value:5.4e-12 | Cond.E-value:2.1e-16 | Bit score:46.4
Sequence:454 | Start:4 | End:143 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.1e-21 | Cond.E-value:8.8e-26 | Bit score:77.4
Sequence:455 | Start:4 | End:151 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.8e-31 | Cond.E-value:2.1e-35 | Bit score:109.0
Sequence:456 | Start:5 | End:89 | ID:PF10545.16 | Description:Alcohol dehydrogenase transcription factor Myb/SANT-like | E-value:1.6e-19 | Cond.E-value:1.3e-23 | Bit score:70.5
Sequence:457 | Start:5 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:4.4e-31 | Cond.E-value:1.7e-35 | Bit score:107.8
Sequence:458 | Start:4 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:7.6e-31 | Cond.E-value:3e-35 | Bit score:107.0
Sequence:459 | Start:4 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:7.6e-31 | Cond.E-value:3e-35 | Bit score:107.0
Sequence:460 | Start:5 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:4.4e-31 | Cond.E-value:1.7e-35 | Bit score:107.8
Sequence:461 | Start:5 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:4.4e-31 | Cond.E-value:1.7e-35 | Bit score:107.8
Sequence:462 | Start:5 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:4.4e-31 | Cond.E-value:1.7e-35 | Bit score:107.8
Sequence:463 | Start:5 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:4.4e-31 | Cond.E-value:1.7e-35 | Bit score:107.8
Sequence:464 | Start:2 | End:131 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:2e-40 | Cond.E-value:1.6e-44 | Bit score:138.0
Sequence:465 | Start:2 | End:131 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:2e-40 | Cond.E-value:1.6e-44 | Bit score:138.0
Sequence:466 | Start:46 | End:176 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:2.5e-41 | Cond.E-value:2.9e-45 | Bit score:140.9
Sequence:467 | Start:2 | End:131 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:2.6e-42 | Cond.E-value:2e-46 | Bit score:144.1
Sequence:468 | Start:59 | End:190 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3.3e-42 | Cond.E-value:1.3e-46 | Bit score:143.8
Sequence:469 | Start:29 | End:147 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3.1e-22 | Cond.E-value:3.6e-26 | Bit score:79.2
Sequence:470 | Start:13 | End:140 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:2e-33 | Cond.E-value:7.8e-38 | Bit score:115.3
Sequence:471 | Start:13 | End:140 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:9.6e-34 | Cond.E-value:3.8e-38 | Bit score:116.4
Sequence:472 | Start:17 | End:144 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:2.2e-33 | Cond.E-value:8.7e-38 | Bit score:115.2
Sequence:473 | Start:13 | End:140 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:2e-33 | Cond.E-value:7.8e-38 | Bit score:115.3
Sequence:474 | Start:17 | End:152 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:7.5e-33 | Cond.E-value:1.2e-36 | Bit score:113.5
Sequence:475 | Start:4 | End:148 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:2.6e-25 | Cond.E-value:2e-29 | Bit score:89.1
Sequence:476 | Start:6 | End:147 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3.4e-24 | Cond.E-value:2.7e-28 | Bit score:85.5
Sequence:477 | Start:26 | End:166 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:2.2e-27 | Cond.E-value:3.4e-31 | Bit score:95.8
Sequence:478 | Start:4 | End:137 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:2.7e-21 | Cond.E-value:2.1e-25 | Bit score:76.1
Sequence:479 | Start:2 | End:128 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:2.6e-24 | Cond.E-value:3.1e-28 | Bit score:85.9
Sequence:480 | Start:7 | End:152 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.3e-22 | Cond.E-value:1.6e-26 | Bit score:80.3
Sequence:481 | Start:5 | End:149 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:6.1e-30 | Cond.E-value:7.2e-34 | Bit score:104.1
Sequence:482 | Start:5 | End:148 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:7e-25 | Cond.E-value:2.8e-29 | Bit score:87.7
Sequence:483 | Start:4 | End:136 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.2e-22 | Cond.E-value:9.2e-27 | Bit score:80.5
Sequence:484 | Start:4 | End:135 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:2.6e-24 | Cond.E-value:2e-28 | Bit score:85.9
Sequence:485 | Start:4 | End:143 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.1e-39 | Cond.E-value:8.2e-44 | Bit score:135.6
Sequence:486 | Start:4 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.7e-30 | Cond.E-value:6.7e-35 | Bit score:105.9
Sequence:487 | Start:4 | End:148 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.2e-31 | Cond.E-value:9.5e-36 | Bit score:109.6
Sequence:488 | Start:6 | End:145 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3.2e-26 | Cond.E-value:1.2e-30 | Bit score:92.1
Sequence:489 | Start:4 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.7e-30 | Cond.E-value:6.7e-35 | Bit score:105.9
Sequence:490 | Start:4 | End:148 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.2e-31 | Cond.E-value:9.5e-36 | Bit score:109.6
Sequence:491 | Start:6 | End:145 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3.2e-26 | Cond.E-value:1.2e-30 | Bit score:92.1
Sequence:492 | Start:4 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.7e-30 | Cond.E-value:6.7e-35 | Bit score:105.9
Sequence:493 | Start:6 | End:145 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3.2e-26 | Cond.E-value:1.2e-30 | Bit score:92.1
Sequence:494 | Start:4 | End:148 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.2e-31 | Cond.E-value:9.5e-36 | Bit score:109.6
Sequence:495 | Start:6 | End:145 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3.2e-26 | Cond.E-value:1.2e-30 | Bit score:92.1
Sequence:496 | Start:4 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.7e-30 | Cond.E-value:6.7e-35 | Bit score:105.9
Sequence:497 | Start:4 | End:148 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.2e-31 | Cond.E-value:9.5e-36 | Bit score:109.6
Sequence:498 | Start:6 | End:145 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3.2e-26 | Cond.E-value:1.2e-30 | Bit score:92.1
Sequence:499 | Start:6 | End:145 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3.2e-26 | Cond.E-value:1.2e-30 | Bit score:92.1
Sequence:500 | Start:4 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.7e-30 | Cond.E-value:6.7e-35 | Bit score:105.9
Sequence:501 | Start:4 | End:148 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.2e-31 | Cond.E-value:9.5e-36 | Bit score:109.6
Sequence:502 | Start:26 | End:136 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:4.2e-25 | Cond.E-value:1.6e-29 | Bit score:88.4
Sequence:503 | Start:4 | End:148 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.2e-31 | Cond.E-value:9.6e-36 | Bit score:109.6
Sequence:504 | Start:4 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.7e-30 | Cond.E-value:6.7e-35 | Bit score:105.9
Sequence:505 | Start:4 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.7e-30 | Cond.E-value:6.7e-35 | Bit score:105.9
Sequence:506 | Start:4 | End:148 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.2e-31 | Cond.E-value:9.6e-36 | Bit score:109.6
Sequence:507 | Start:26 | End:136 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:4.2e-25 | Cond.E-value:1.6e-29 | Bit score:88.4
Sequence:508 | Start:4 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.7e-30 | Cond.E-value:6.7e-35 | Bit score:105.9
Sequence:509 | Start:4 | End:148 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.2e-31 | Cond.E-value:9.5e-36 | Bit score:109.6
Sequence:510 | Start:5 | End:145 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.4e-26 | Cond.E-value:5.7e-31 | Bit score:93.2
Sequence:511 | Start:5 | End:145 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.4e-26 | Cond.E-value:5.7e-31 | Bit score:93.2
Sequence:512 | Start:4 | End:148 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.2e-31 | Cond.E-value:9.5e-36 | Bit score:109.6
Sequence:513 | Start:4 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.7e-30 | Cond.E-value:6.7e-35 | Bit score:105.9
Sequence:514 | Start:13 | End:136 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3.2e-25 | Cond.E-value:1.2e-29 | Bit score:88.8
Sequence:515 | Start:4 | End:148 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.2e-31 | Cond.E-value:9.5e-36 | Bit score:109.6
Sequence:516 | Start:4 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.7e-30 | Cond.E-value:6.7e-35 | Bit score:105.9
Sequence:517 | Start:13 | End:136 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3.2e-25 | Cond.E-value:1.2e-29 | Bit score:88.8
Sequence:518 | Start:4 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.7e-30 | Cond.E-value:6.7e-35 | Bit score:105.9
Sequence:519 | Start:4 | End:148 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.2e-31 | Cond.E-value:9.5e-36 | Bit score:109.6
Sequence:520 | Start:13 | End:136 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.5e-24 | Cond.E-value:6e-29 | Bit score:86.6
Sequence:521 | Start:4 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.7e-30 | Cond.E-value:6.7e-35 | Bit score:105.9
Sequence:522 | Start:4 | End:148 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.2e-31 | Cond.E-value:9.5e-36 | Bit score:109.6
Sequence:523 | Start:4 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.7e-30 | Cond.E-value:6.7e-35 | Bit score:105.9
Sequence:524 | Start:4 | End:148 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.2e-31 | Cond.E-value:9.5e-36 | Bit score:109.6
Sequence:525 | Start:13 | End:136 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.5e-24 | Cond.E-value:6e-29 | Bit score:86.6
Sequence:526 | Start:4 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3.3e-20 | Cond.E-value:3.8e-24 | Bit score:72.6
Sequence:527 | Start:4 | End:143 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.6e-39 | Cond.E-value:1.3e-43 | Bit score:135.1
Sequence:528 | Start:4 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:8.2e-37 | Cond.E-value:6.4e-41 | Bit score:126.3
Sequence:529 | Start:5 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3.4e-29 | Cond.E-value:2.7e-33 | Bit score:101.7
Sequence:530 | Start:13 | End:139 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3e-25 | Cond.E-value:1.2e-29 | Bit score:88.9
Sequence:531 | Start:13 | End:139 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3e-25 | Cond.E-value:1.2e-29 | Bit score:88.9
Sequence:532 | Start:5 | End:144 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:5.7e-26 | Cond.E-value:4.4e-30 | Bit score:91.3
Sequence:533 | Start:5 | End:144 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:5e-26 | Cond.E-value:3.9e-30 | Bit score:91.4
Sequence:534 | Start:4 | End:148 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.2e-25 | Cond.E-value:1.8e-29 | Bit score:90.3
Sequence:535 | Start:5 | End:148 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:4.6e-24 | Cond.E-value:1.8e-28 | Bit score:85.1
Sequence:536 | Start:5 | End:148 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:4.6e-24 | Cond.E-value:1.8e-28 | Bit score:85.1
Sequence:537 | Start:4 | End:142 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:7e-32 | Cond.E-value:5.5e-36 | Bit score:110.4
Sequence:538 | Start:2 | End:131 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.2e-40 | Cond.E-value:1.8e-44 | Bit score:138.8
Sequence:539 | Start:7 | End:138 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.7e-40 | Cond.E-value:2.7e-44 | Bit score:138.2
Sequence:540 | Start:7 | End:90 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.4e-21 | Cond.E-value:1.1e-25 | Bit score:77.0
Sequence:540 | Start:117 | End:157 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:2.4e-10 | Cond.E-value:1.9e-14 | Bit score:40.7
Sequence:541 | Start:7 | End:138 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3.5e-41 | Cond.E-value:2.8e-45 | Bit score:140.4
Sequence:542 | Start:7 | End:138 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:4.1e-41 | Cond.E-value:3.2e-45 | Bit score:140.2
Sequence:543 | Start:21 | End:149 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:5.8e-37 | Cond.E-value:2.3e-41 | Bit score:126.8
Sequence:544 | Start:21 | End:149 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:5.8e-37 | Cond.E-value:2.3e-41 | Bit score:126.8
Sequence:545 | Start:7 | End:139 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.7e-38 | Cond.E-value:6.5e-43 | Bit score:131.8
Sequence:546 | Start:18 | End:142 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:7.9e-28 | Cond.E-value:3.1e-32 | Bit score:97.3
Sequence:547 | Start:4 | End:136 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3.9e-25 | Cond.E-value:3e-29 | Bit score:88.6
Sequence:548 | Start:4 | End:136 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:6e-25 | Cond.E-value:4.7e-29 | Bit score:87.9
Sequence:549 | Start:4 | End:144 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.1e-26 | Cond.E-value:4.3e-31 | Bit score:93.6
Sequence:550 | Start:4 | End:144 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.1e-26 | Cond.E-value:4.3e-31 | Bit score:93.6
Sequence:551 | Start:4 | End:144 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.1e-26 | Cond.E-value:4.3e-31 | Bit score:93.6
Sequence:552 | Start:26 | End:140 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:2.5e-22 | Cond.E-value:4e-26 | Bit score:79.4
Sequence:553 | Start:4 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:7.6e-31 | Cond.E-value:3e-35 | Bit score:107.0
Sequence:554 | Start:4 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:7.6e-31 | Cond.E-value:3e-35 | Bit score:107.0
Sequence:555 | Start:30 | End:152 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.8e-28 | Cond.E-value:7.1e-33 | Bit score:99.3
Sequence:556 | Start:4 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:7.6e-31 | Cond.E-value:3e-35 | Bit score:107.0
Sequence:557 | Start:4 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:7.6e-31 | Cond.E-value:3e-35 | Bit score:107.0
Sequence:558 | Start:4 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:7.6e-31 | Cond.E-value:3e-35 | Bit score:107.0
Sequence:559 | Start:4 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:7.6e-31 | Cond.E-value:3e-35 | Bit score:107.0
Sequence:560 | Start:4 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:7.6e-31 | Cond.E-value:3e-35 | Bit score:107.0
Sequence:561 | Start:4 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:7.6e-31 | Cond.E-value:3e-35 | Bit score:107.0
Sequence:562 | Start:4 | End:145 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.1e-30 | Cond.E-value:4.2e-35 | Bit score:106.5
Sequence:563 | Start:4 | End:145 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.1e-30 | Cond.E-value:4.2e-35 | Bit score:106.5
Sequence:564 | Start:4 | End:127 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.1e-26 | Cond.E-value:4.4e-31 | Bit score:93.5
Sequence:565 | Start:4 | End:144 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.5e-26 | Cond.E-value:5.8e-31 | Bit score:93.1
Sequence:566 | Start:4 | End:147 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3e-27 | Cond.E-value:1.2e-31 | Bit score:95.4
Sequence:567 | Start:7 | End:149 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:6.6e-25 | Cond.E-value:5.1e-29 | Bit score:87.8
Sequence:568 | Start:5 | End:128 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:5.5e-25 | Cond.E-value:2.2e-29 | Bit score:88.1
Sequence:569 | Start:5 | End:148 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:7e-25 | Cond.E-value:2.8e-29 | Bit score:87.7
Sequence:570 | Start:13 | End:137 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.6e-20 | Cond.E-value:6.3e-25 | Bit score:73.6
Sequence:571 | Start:4 | End:144 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:5.6e-28 | Cond.E-value:2.2e-32 | Bit score:97.7
Sequence:572 | Start:4 | End:144 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:5.6e-28 | Cond.E-value:2.2e-32 | Bit score:97.7
Sequence:573 | Start:12 | End:143 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.5e-39 | Cond.E-value:6.1e-44 | Bit score:135.1
Sequence:574 | Start:12 | End:143 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.5e-39 | Cond.E-value:6.1e-44 | Bit score:135.1
Sequence:575 | Start:13 | End:145 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.2e-42 | Cond.E-value:9.3e-47 | Bit score:145.2
Sequence:576 | Start:28 | End:156 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:4.2e-41 | Cond.E-value:4.9e-45 | Bit score:140.2
Sequence:577 | Start:11 | End:142 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3.5e-38 | Cond.E-value:1.4e-42 | Bit score:130.7
Sequence:578 | Start:11 | End:142 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3.5e-38 | Cond.E-value:1.4e-42 | Bit score:130.7
Sequence:579 | Start:11 | End:142 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3.5e-38 | Cond.E-value:1.4e-42 | Bit score:130.7
Sequence:580 | Start:11 | End:142 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3.5e-38 | Cond.E-value:1.4e-42 | Bit score:130.7
Sequence:581 | Start:12 | End:143 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.5e-39 | Cond.E-value:6.1e-44 | Bit score:135.1
Sequence:582 | Start:13 | End:145 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.2e-42 | Cond.E-value:9.3e-47 | Bit score:145.2
Sequence:583 | Start:13 | End:145 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.2e-42 | Cond.E-value:9.3e-47 | Bit score:145.2
Sequence:584 | Start:12 | End:143 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.5e-39 | Cond.E-value:6.1e-44 | Bit score:135.1
Sequence:585 | Start:57 | End:188 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:8.6e-41 | Cond.E-value:6.7e-45 | Bit score:139.2
Sequence:586 | Start:15 | End:142 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:5.5e-21 | Cond.E-value:4.3e-25 | Bit score:75.1
Sequence:587 | Start:5 | End:138 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3.1e-21 | Cond.E-value:3.6e-25 | Bit score:76.0
Sequence:588 | Start:4 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3.3e-17 | Cond.E-value:2.6e-21 | Bit score:62.9
Sequence:589 | Start:4 | End:148 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3.7e-25 | Cond.E-value:1.5e-29 | Bit score:88.6
Sequence:590 | Start:5 | End:149 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:7.7e-27 | Cond.E-value:1.8e-30 | Bit score:94.1
Sequence:591 | Start:30 | End:131 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:7.4e-23 | Cond.E-value:2.9e-27 | Bit score:81.2
Sequence:592 | Start:30 | End:104 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:9.4e-11 | Cond.E-value:3.7e-15 | Bit score:42.1
Sequence:593 | Start:30 | End:152 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:5.5e-29 | Cond.E-value:2.2e-33 | Bit score:101.0
Sequence:594 | Start:30 | End:130 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:2.2e-22 | Cond.E-value:8.4e-27 | Bit score:79.7
Sequence:595 | Start:11 | End:129 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:9.3e-31 | Cond.E-value:7.3e-35 | Bit score:106.7
Sequence:596 | Start:12 | End:129 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.6e-29 | Cond.E-value:6.3e-34 | Bit score:102.7
Sequence:597 | Start:4 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:7.6e-31 | Cond.E-value:3e-35 | Bit score:107.0
Sequence:598 | Start:5 | End:149 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:5e-27 | Cond.E-value:1.2e-30 | Bit score:94.7
Sequence:599 | Start:4 | End:142 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.5e-27 | Cond.E-value:6e-32 | Bit score:96.3
Sequence:600 | Start:4 | End:145 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3.9e-25 | Cond.E-value:4.5e-29 | Bit score:88.6
Sequence:601 | Start:4 | End:145 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:8.2e-23 | Cond.E-value:3.2e-27 | Bit score:81.0
